Identifier	Character	Dialogue	Filename	Line Number
jon_advice_7f0e078a	jon	Hmmm... I want to say something philosophical but nothing is really coming to me.	game/ch_jon.rpy	65
jon_advice_d3f60b07	jon	Basically, if you want to successfully build friendships here, do your research. If you know someone's culture more likely than not you're going to find it simpler to talk to them.	game/ch_jon.rpy	67
jon_advice_cb99aa67	p	And how would I go about this "research?"	game/ch_jon.rpy	70
jon_advice_9e6eb555	jon	I'm not going to pretend that history and culture is everyone's cup of "vaska." But for me, it's the fascination with it that makes me want to learn more.	game/ch_jon.rpy	72
jon_advice_94d65f6d	jon	The more you genuinely want to find something out, the more you remember along the way and the more likely you are to recall it later... usually when you need it most.	game/ch_jon.rpy	75
jon_advice_03aa0185	p	"Vaska?"	game/ch_jon.rpy	77
jon_advice_db72c27f	jon	Oh, sorry... kaldrean beverage that's like tea on Earth. Tea doesn't grow here, so we had to find some kind of substitute. Alkay's place, Oasis, has some of the best in the city.	game/ch_jon.rpy	79
jon_advice_17ef512d	jon	In general Alkay's a good guy to know. If you want some REAL advice, talk to him.	game/ch_jon.rpy	81
jon_advice_08cce9bc	p	I'll be sure to check it out. And thank you for your help.	game/ch_jon.rpy	83
jon_events_353dfeb7	p	Have you heard the talk about mounting racial tensions?	game/ch_jon.rpy	89
jon_events_97cca8c5	jon	It is just talk, but I have.	game/ch_jon.rpy	91
jon_events_f6f1199d	p	What do you think about them?	game/ch_jon.rpy	93
jon_events_1119ec43	jon	I don't really. You really just have to put that kind of stuff aside and focus on the task at hand. If I'm preoccupied then I start to make errors in my work.	game/ch_jon.rpy	95
jon_events_be9814c2	jon	And errors in my field of work are unacceptable.	game/ch_jon.rpy	97
jon_events_164aa94f	jon	Since I do not have much time outside of my work anyway, I just try to make the most of it. I can't really do that if I'm constantly worried about innocuous small talk.	game/ch_jon.rpy	99
jon_events_49947b95	p	Right, I can certainly agree. Thank you for giving me a moment.	game/ch_jon.rpy	101
jon_background_5a5c782f	p	Could you tell me about your background?	game/ch_jon.rpy	108
jon_background_08521c78	jon	I'm not really an interesting person, greenhorn. I was born and raised here on Concord - I visited Earth for a few years when I was eighteen then came back.	game/ch_jon.rpy	110
jon_background_ec61b788	jon	I have a pretty good memory and eye for detail so I was sought-after for this kind of number work. It's pretty repetitive, but I'll take it as long as it pays me well.	game/ch_jon.rpy	112
jon_background_e2736da5	jon	I am a little obsessed with history and cultures - and especially through the lens of weaponry. In my spare time I collect vintage firearms and restore them.	game/ch_jon.rpy	114
jon_background_05bb4b52	p	That sounds quite interesting actually.	game/ch_jon.rpy	116
jon_background_cf8f0e8a	jon	It's fascinating. If you find me outside of work I'm most likely researching a weapon, repairing it, or maintaining it.	game/ch_jon.rpy	118
jon_background_c9bc4a63	p	And you said you weren't an interesting person...	game/ch_jon.rpy	120
jon_background_68c3bf1d	jon	Well... not everyone is enthralled by tales of firearms and how they reflect a people's culture and history. So I tend to leave it out of conversation unless explicitly asked.	game/ch_jon.rpy	122
jon_hobbies_tree_start_61a6c4c4	p	I myself am super into collecting cultural relics.	game/ch_jon.rpy	130
jon_hobbies_tree_start_97965f24	jon	You too? I'm into that sort of thing, only I specifically focus on firearms. They fascinate me, especially the older ones.	game/ch_jon.rpy	132
jon_hobbies_tree_start_8ed10838	jon	None of this new-aged single moving part linear motor type stuff - but the real-deal, mechanically operated weapons from the later 20th and early 21st centuries.	game/ch_jon.rpy	134
jon_hobbies_tree_start_8c7c6150	p	I have picked up a few of those myself, nothing too special though.	game/ch_jon.rpy	136
jon_hobbies_tree_start_09833fc4	jon	Really, what models?	game/ch_jon.rpy	138
jon_hobbies_tree_start_64152fdf	p	Hm... I am still having them identified, but I know one is an ACR.	game/ch_jon.rpy	140
jon_hobbies_tree_start_89b7cd9e	jon	What a catch! That is a fine piece of machinery. If you haven't searched around for it's service history and stats then I suggest you do.	game/ch_jon.rpy	142
jon_hobbies_tree_start_3e147b71	jon	It's always the history and cultural aspects that interest me the most. The more you have looked into a people's culture and history the more you can understand them.	game/ch_jon.rpy	144
jon_hobbies_tree_start_42688030	p	I take it you have also closely studied the kaldrean weapons as well?	game/ch_jon.rpy	146
jon_hobbies_tree_start_bd6e3fbe	jon	Oh yes. Theirs are some of the finest I've ever seen. I wish I could find more on their inventors and histories, but the kaldrean government makes that nearly impossible.	game/ch_jon.rpy	148
jon_hobbies_tree_start_5a3960af	p	And why is that?	game/ch_jon.rpy	150
jon_hobbies_tree_start_b8748030	jon	[last_dialog]	game/ch_jon.rpy	154
jon_hobbies_tree_start_f638de8d	jon	[last_dialog]	game/ch_jon.rpy	161
jon_hobbies_tree_pursue_895c5f24	p	Why do they do this to their people? That seems pretty harsh.	game/ch_jon.rpy	165
jon_hobbies_tree_pursue_f6946cf8	jon	Aren't you supposed to know this, greenhorn? Well... I'm in upper management and they don't tell us anything either. I'll make it easy for you.	game/ch_jon.rpy	167
jon_hobbies_tree_pursue_911e255b	jon	Their government is perfect - a little too perfect if you know what I mean. Really they are so corrupt that they can afford to maintain that kind of image.	game/ch_jon.rpy	169
jon_hobbies_tree_pursue_dc2bfa25	jon	Incidentally it's causing cultural stagnation on a scale the likes of which humanity has never experienced.	game/ch_jon.rpy	171
jon_hobbies_tree_pursue_4ebc5754	jon	I hope that the progressive movement on Qolisk does something fast, because if they don't then the kaldreans are at risk of deteriorating.	game/ch_jon.rpy	173
jon_hobbies_tree_pursue_0720609c	jon	The way the government takes cultural movements and crushes them truly makes me sick - it's the slowest and most painful way for a people to die.	game/ch_jon.rpy	175
jon_hobbies_tree_pursue_65395c8b	p	I'm genuinely shocked. I'll try to do something about this, but I've talked with the Ambassadors - it could prove challenging.	game/ch_jon.rpy	177
jon_hobbies_tree_pursue_aeddddc8	jon	Don't expect to get very far. But it's good to know that at least someone else around here recognizes that there is a problem at all.	game/ch_jon.rpy	179
jon_hobbies_tree_VL_0a68375b	p	Do you think Valak Lideri are politically charged against the government?	game/ch_jon.rpy	186
jon_hobbies_tree_VL_9486cc4f	jon	That could be said about any rebel group. But yes. Currently it makes sense for an organization like that to start gaining political traction.	game/ch_jon.rpy	188
jon_hobbies_tree_VL_a78681dd	p	But they aren't terrorists.	game/ch_jon.rpy	190
jon_hobbies_tree_VL_75f39b8d	jon	Right. From what I've heard, and likely what you've heard as well, they are becoming a threat as a political influence rather than a violent group.	game/ch_jon.rpy	192
jon_hobbies_tree_VL_d1305c38	jon	Based on what little I know, I believe that have a good cause - they want to give the kaldrean progressive movement new life and new force.	game/ch_jon.rpy	194
jon_hobbies_tree_VL_ab7221bb	jon	Many kaldreans want to be free of their suppressive controllers - Valak Lideri are not afraid to do what is right.	game/ch_jon.rpy	196
jon_hobbies_tree_VL_thank_jon_3652da0a	p	Thank you for the information, Jon.	game/ch_jon.rpy	206
jon_hobbies_tree_VL_thank_jon_4dc71fe6	jon	Yeah, well... No problem.	game/ch_jon.rpy	207
jon_hobbies_tree_VL_liberation_db61cced	p	I do not want to see the kaldrean people end in a slow deterioration. I think that the kaldrean people deserve liberation from their fate.	game/ch_jon.rpy	214
jon_hobbies_tree_VL_liberation_07312eb8	jon	That's good news. We could use more diplomats who share your our viewpoints working to bring the corruption to justice.	game/ch_jon.rpy	216
jon_hobbies_tree_VL_liberation_027f5506	jon	Valak Lideri might be the only way that change will ever happen. No offense, greenhorn, but if I've learned anything working here, it's that politicians will not sway.	game/ch_jon.rpy	218
jon_hobbies_tree_VL_passionate_365b33ea	p	You seem quite passionate about this topic.	game/ch_jon.rpy	225
jon_hobbies_tree_VL_passionate_a54dad6d	jon	Well... I am, of course. Outside of my work I am very interested in history and culture so it pains me to see one so rich ruined like this.	game/ch_jon.rpy	227
jon_hobbies_tree_VL_passionate_40540460	jon	And... from what I've heard, Valak Lideri are trying to stop the kaldrean government from destroying their people. I can't help but find their perspective... agreeable	game/ch_jon.rpy	229
jon_VL_tree_start_88fac75a	p	What can you tell me about Valak Lideri?	game/ch_jon.rpy	236
jon_VL_tree_start_ba6921be	jon	I don't really have much to say about them other than they make me nervous and distract me from my work. So I don't like to think about them.	game/ch_jon.rpy	238
jon_VL_tree_start_0c5d6cde	jon	I wish I could tell you more... but I can't.	game/ch_jon.rpy	239
jon_VL_tree_uneasy_25957c01	p	Is there something wrong? You seem a little... uneasy.	game/ch_jon.rpy	247
jon_VL_tree_uneasy_94654c1e	jon	I feel like you are trying to accuse me of something when you barely know me or anything about who I am. So yes, it makes me very uneasy.	game/ch_jon.rpy	248
jon_VL_tree_uneasy_b481a463	jon	And I already told you that I do not want to speak about Valak Lideri.	game/ch_jon.rpy	250
jon_VL_tree_uneasy_106e6e21	jon	Threats like that are better handled by professional agents rather than operational and civil agents like you and I.	game/ch_jon.rpy	252
jon_VL_tree_uneasy_47cdbd1e	p	I apologize. I didn't mean to upset you.	game/ch_jon.rpy	254
jon_VL_tree_go_along_5b733eee	p	Right, well I'll just have to dig around some more. 	game/ch_jon.rpy	261
jon_VL_tree_go_along_e9beda8d	jon	Perhaps you might talk to Flight Commander Zalva. She's younger, but she's seen a lot. She's a little... cold, but oddly friendly.	game/ch_jon.rpy	262
jon_accuse_c389330c	p	You know what, Jon, you haven't done a very good job covering up the fact that you are part of Valak Lideri.	game/ch_jon.rpy	268
jon_accuse_da0f41dc	jon	That is a very serious accusation - I don't take any accusations lightly. So get out of my face before I remove you myself.	game/ch_jon.rpy	269
jon_VL_plan_tree_start_e924fbad	p	I know it makes you uncomfortable to talk about Valak Lideri, but I want you to know what I agree with their perspective.	game/ch_jon.rpy	275
jon_VL_plan_tree_start_94fd99d7	jon	Don't make an accusation that you have no basis for, [alias.last]. I don't want to have to charge you for treasonous activity.	game/ch_jon.rpy	276
jon_VL_plan_tree_bluff_1f7cfa20	p	I'm aware of Valak Lideri's plans, Jon.	game/ch_jon.rpy	286
jon_VL_plan_tree_bluff_b58de74e	jon	Hah! You're pulling my leg here. Of the two of us, you are exhibiting exactly the kind of dangerous behavior that Valak Lideri would expect.	game/ch_jon.rpy	287
jon_VL_plan_tree_bluff_191f5879	jon	If you keep talking to me I'll have you removed from this area. Be glad that I'm only sending you off with a warning, [alias.last].	game/ch_jon.rpy	289
jon_VL_plan_tree_change_88a803d9	p	Listen to me, Jon, I will not stand here and allow the kaldrean government to continue breaking down their own people or the human government to sit idly and let it happen.	game/ch_jon.rpy	295
jon_VL_plan_tree_change_77d0bdc9	jon	You're walking on thin ice, greenhorn, but I agree with you. So answer me this: how far you would go to see this change through?	game/ch_jon.rpy	296
jon_VL_plan_tree_change_violence_0ac88a93	p	If we want to accomplish anything, we have to enforce it. Violence may not be the best strategic answer, but long-term effects do not spark revolutions.	game/ch_jon.rpy	306
jon_VL_plan_tree_change_violence_fda86298	p	A bullet can both literally and figuratively create the spark that ignites a change.	game/ch_jon.rpy	308
jon_VL_plan_tree_change_violence_1cd7188b	jon	I can see why you would think that. But you need to understand that the long-term solutions have lasted longer in retrospect.	game/ch_jon.rpy	310
jon_VL_plan_tree_change_violence_f71cd30b	jon	Still, I agree that violence compliments peace in such a delicate balance that it's often broken. Because once you've started the fire, you have to put it out.	game/ch_jon.rpy	312
jon_VL_plan_tree_change_violence_58ec3f62	jon	A well-placed bullet can mean the difference between chaotic disaster and effective victory - but at the same time, a well-timed armistice can decide the fate of a people.	game/ch_jon.rpy	314
jon_VL_plan_tree_change_what_39f58a65	p	We have to focus on "what" we are trying to change more than "how". It's the "what" which gives us direction.	game/ch_jon.rpy	321
jon_VL_plan_tree_change_what_889f8018	p	If we lose sight of what we are fighting to change, then it simply turns into a brawl. Once the goal has been achieved, there is no longer a reason to fight for it.	game/ch_jon.rpy	323
jon_VL_plan_tree_change_what_25219b3b	jon	Of course... because holding grudges against your enemies after a war is concluded has only ever proven counterproductive.	game/ch_jon.rpy	325
jon_VL_plan_tree_change_what_ebb2571e	jon	I agree with you, [alias.first], you make a strong point.	game/ch_jon.rpy	327
jon_VL_plan_tree_change_what_8729f2d4	p	I can't stress it enough. There is simply no need to fight another lengthy war when one isn't necessary or even logical.	game/ch_jon.rpy	329
jon_VL_plan_tree_change_peace_e982ff24	p	We have to remember, though, that while violence may be able to trip off a revolution, it will not end it with a stable resolution.	game/ch_jon.rpy	336
jon_VL_plan_tree_change_peace_1e60e90e	p	Violence does nothing but alienate people who forget what they are fighting for. They seem only to remember that they must kill their enemies.	game/ch_jon.rpy	338
jon_VL_plan_tree_change_peace_c8810e36	p	It may be powerful, but chaos ultimately creates more chaos. It's simply how the universe works as a closed system.	game/ch_jon.rpy	340
jon_VL_plan_tree_change_peace_35b6dad6	jon	But you have to remember, that while peace may be powerful and orderly, it does not come quickly. You may offend just as many people if you don't fight.	game/ch_jon.rpy	342
jon_VL_plan_tree_change_peace_1e5f03a6	jon	Kaldreans especially - they'll lose respect for a force that attempts to avoid battle.	game/ch_jon.rpy	344
jon_VL_plan_tree_change_peace_40af6ed5	p	Unfortunately. But it's a small price to pay when you are going to drastically alter the course of a people's future.	game/ch_jon.rpy	346
jon_VL_plan_tree_change_peace_fafa608b	jon	I suppose. But you'll really have to do some sweet-talking when you try to convince skeptical kaldreans of this.	game/ch_jon.rpy	348
jon_VL_plan_tree_aware_7a999305	p	I'm sure if you were to speak to Alkay, he would give his word that I am trustworthy.	game/ch_jon.rpy	355
jon_VL_plan_tree_aware_ebe4a1da	p	He and I have already had this discussion so I know what you are going to do.	game/ch_jon.rpy	357
jon_VL_plan_tree_aware_5d45c56e	jon	You're bluffing.	game/ch_jon.rpy	359
jon_VL_plan_tree_aware_8f0b5981	p	Tomorrow morning is when everything is going to change - through the lens of a linear rifle scope.	game/ch_jon.rpy	361
jon_VL_plan_tree_aware_a601044d	jon	And what are you going to do about it?	game/ch_jon.rpy	363
jon_VL_plan_tree_aware_8ba63d12	p	I assure you that I'm only trying to help.	game/ch_jon.rpy	365
jon_VL_plan_tree_aware_edd14a99	jon	I still don't believe you, [alias.last], but I don't know how else you would have obtained that information. I'll humor you.	game/ch_jon.rpy	367
ch_lauren_dbfa0421	lauren	You must be the recent arrival. My director mentioned you. What was your name, [alias.last]? [alias.full]?	game/ch_lauren.rpy	12
ch_lauren_2ce132a4	p	You got it.	game/ch_lauren.rpy	13
ch_lauren_0f5f9622	lauren	I'm Lauren Gray, manager of logistics here.	game/ch_lauren.rpy	14
ch_lauren_b4fa0016	p	It's a pleasure to meet you.	game/ch_lauren.rpy	15
menu_lauren_692449ef	lauren	[last_dialog]	game/ch_lauren.rpy	20
lauren_background_c3941055	p	So what can you tell me about your past?	game/ch_lauren.rpy	36
lauren_background_173b0521	lauren	I don't really have time for this chit-chat right now.	game/ch_lauren.rpy	37
lauren_advice_1dc84298	p	Excuse me... sorry, but would you be willing to offer me any advice as I start my work here?	game/ch_lauren.rpy	42
lauren_advice_1c40105c	lauren	...	game/ch_lauren.rpy	43
lauren_advice_473ba6ef	p	Ms. Gray?	game/ch_lauren.rpy	44
lauren_advice_82334497	lauren	I heard you, I just don't really have anything to say.	game/ch_lauren.rpy	46
lauren_advice_30d15a84	lauren	Alright, I suppose I can offer a few words. I work with numbers all day long and I don't get out much so I'm probably not the best person to ask.	game/ch_lauren.rpy	47
lauren_advice_bf5caac8	lauren	But after working here for a while I've noticed a pattern, like a bell curve in a distribution graph – those who talk too much or too little are more or less shut away by society.	game/ch_lauren.rpy	48
lauren_advice_5f409947	p	Don't be too—	game/ch_lauren.rpy	51
lauren_advice_64fdea9c	lauren	I wasn't done talking. Those who know just when and what to say make it very far very fast. It doesn't matter what your race may be, it's the same for everyone.	game/ch_lauren.rpy	53
lauren_advice_aebec6a2	p	So— actually, thank you for your advice. I'll let you get back to your work.	game/ch_lauren.rpy	55
lauren_events_a84c334e	p	What is your opinion on this alleged racial tension within Concord?	game/ch_lauren.rpy	61
lauren_events_87747e71	lauren	Do you think that I am going to have a good answer for you?	game/ch_lauren.rpy	63
lauren_events_79657c8d	p	I had hoped.	game/ch_lauren.rpy	65
lauren_events_c6fc0f71	lauren	Hah! About all I can tell you is that it is silly. I know plenty of kaldreans, none of whom are bothered or riled up by any of this so-called "tension."	game/ch_lauren.rpy	67
lauren_events_989bcf50	lauren	I would almost think that you've been lied to about this, because honestly, I haven't noticed anything particularly out of the ordinary. And I work in upper-level management!	game/ch_lauren.rpy	69
lauren_events_036e59f4	p	Yeah, but upper-level management has pulled the wool over your eyes.	game/ch_lauren.rpy	71
lauren_events_345ed6a7	lauren	What was that?	game/ch_lauren.rpy	73
lauren_events_7abbaf5a	p	Don't worry about it. Thank you for your time. I'll let you get back to work.	game/ch_lauren.rpy	75
lauren_info_tree_start_30ff6388	p	I am quite into literature myself. Might I ask what you are reading?	game/ch_lauren.rpy	81
lauren_info_tree_start_a4c918e6	lauren	This is a novel by a progressive kaldrean author. It's called Through the Void.	game/ch_lauren.rpy	83
lauren_info_tree_progressives_70564c27	p	A progressive author? What is your opinion on these progressive kaldreans?	game/ch_lauren.rpy	91
lauren_info_tree_progressives_78f1a092	lauren	I do think that the progressive movement is beneficial to the kaldrean people. Their government is so corrupt that it is really time for a change.	game/ch_lauren.rpy	93
lauren_info_tree_progressives_12cfdadd	lauren	I don't approve of how their government treats their people. It has me both angry and sorry at once - one of the few things that can actually make me emotional.	game/ch_lauren.rpy	95
lauren_info_tree_progressives_fa8bf610	p	It must be worse than I've been told.	game/ch_lauren.rpy	97
lauren_info_tree_progressives_f7294613	lauren	They don't tell us anything.	game/ch_lauren.rpy	99
lauren_info_tree_progressives_90717bf6	p	Thank you for answering my question.	game/ch_lauren.rpy	101
lauren_info_tree_novel_a81a4ee2	p	That must be a recent novel, because I haven't heard of it. Can you tell me about it?	game/ch_lauren.rpy	107
lauren_info_tree_novel_9c605abd	lauren	It's not normally a genre I read, I prefer more philosophical works, but this was so highly recommended that I had to pick up a copy.	game/ch_lauren.rpy	109
lauren_info_tree_novel_ef64c153	lauren	It is based off a true story of a kaldrean and a human who entered into a relationship during the first contact conflict.	game/ch_lauren.rpy	111
lauren_info_tree_novel_ffd93c3b	lauren	It raises a lot of questions about what makes us human and what makes them kaldrean. The author smartly decided to focus on themes rather than details.	game/ch_lauren.rpy	113
lauren_info_tree_novel_878fc8e0	lauren	It reminds me of someone I grew up with - Nidaria. I imagine this novel does a pretty good job portraying her family's situation.	game/ch_lauren.rpy	114
lauren_info_tree_sympathize_2787cfb5	p	I feel sorry for those humans and kaldreans who have to face that kind of oppression. It seems like an unnecessary barrier.	game/ch_lauren.rpy	122
lauren_info_tree_sympathize_064c8e62	lauren	Lorisk would certainly know about that. She was always picked on at school by the kaldreans especially, who did not approve of her human mother and kaldrean father.	game/ch_lauren.rpy	124
lauren_info_tree_sympathize_0379b772	lauren	And on top of that she was adopted, which did not sit well with the humans. She really did not deserve that kind of treatment.	game/ch_lauren.rpy	126
lauren_info_tree_sympathize_f81e7e2a	p	I'm sorry to hear that.	game/ch_lauren.rpy	128
lauren_info_tree_disapproval_8e455196	p	I don't think that kaldreans and humans should have that kind of relationship.	game/ch_lauren.rpy	135
lauren_info_tree_disapproval_e73a5b2a	lauren	That's narrow-minded of you, [alias.title_full]. I honestly would not have expected that kind of response from you. Or at least you would have kept it to yourself.	game/ch_lauren.rpy	137
sarah_arrive_7166c7b6	sarah	Greetings. I'm Agent Redmont, but I prefer to stay in character whenever possible, so call me Sarah. I've heard that you're quite the sharp one.	game/ch_sarah.rpy	26
sarah_arrive_e9127ab2	p	If my record is anything to go by.	game/ch_sarah.rpy	29
sarah_arrive_58d3c8da	sarah	If your record can impress me, then you are definitely fit for this mission.	game/ch_sarah.rpy	31
sarah_arrive_baec3564	p	Diplomat? Ha! It should be a learning experience for all of us.	game/ch_sarah.rpy	33
sarah_arrive_70e30e3f	sarah	Before we're able to quell the political unrest, we need to understand it.	game/ch_sarah.rpy	35
sarah_arrive_fca57579	sarah	I've arranged it so that you now have access to the High Embassy, where you'll find High Ambassadors Ben Columbus and Vatrisk Irridiss Kier.	game/ch_sarah.rpy	37
sarah_arrive_dff1ea1a	sarah	I want you to go talk to them and learn about the state of the kaldrean government. They may not be very willing to divulge in-depth information, so speak carefully.	game/ch_sarah.rpy	40
sarah_kald_govt_info_1aaa5142	sarah	Have you talked to both Ambassadors yet?	game/ch_sarah.rpy	49
sarah_kald_govt_info_82e11d37	p	No, not yet.	game/ch_sarah.rpy	52
sarah_kald_govt_info_5c70c67e	sarah	Well, what are you waiting for? Come back when you have.	game/ch_sarah.rpy	53
sarah_kald_govt_info_02a893be	p	Yes, I have.	game/ch_sarah.rpy	56
sarah_kald_govt_info_418e45bc	sarah	And?	game/ch_sarah.rpy	58
sarah_kald_govt_info_7179aa43	p	I was able to get some useful information for Ambassador Columbus.	game/ch_sarah.rpy	61
sarah_kald_govt_info_ed275e24	p	Columbus told me that the kaldrean government is incredibly controlling.	game/ch_sarah.rpy	62
sarah_kald_govt_info_8ee0cb7e	p	That's why they don't seem to have any problems...	game/ch_sarah.rpy	64
sarah_kald_govt_info_6bcc19f2	sarah	Very interesting! And Irridiss?	game/ch_sarah.rpy	65
sarah_kald_govt_info_9ccabae7	p	Vatrisk said roughly the same thing as Columbus.	game/ch_sarah.rpy	67
sarah_kald_govt_info_982d63ea	sarah	Yes, this is very good to know. Excellent work, Agent.	game/ch_sarah.rpy	69
sarah_kald_govt_info_c86a091b	p	I didn't have the same luck with him... he wasn't willing to tell me anything of use.	game/ch_sarah.rpy	71
sarah_kald_govt_info_f05f0058	sarah	Hmmm, that is unfortunate. At least we have something, though.	game/ch_sarah.rpy	72
sarah_kald_govt_info_c82eb87f	p	Ambassador Columbus wasn't willing to give me any in-depth information, unfortunately.	game/ch_sarah.rpy	74
sarah_kald_govt_info_59eaacb8	sarah	Yes, that is very unfortunate. I assume you had better luck with Vatrisk, at least?	game/ch_sarah.rpy	75
sarah_kald_govt_info_fe72de4d	p	Yes, I did.	game/ch_sarah.rpy	77
sarah_kald_govt_info_f37f2580	sarah	Yes, this is very good to know. Good work.	game/ch_sarah.rpy	79
sarah_kald_govt_info_34ae3b12	p	Well... he wasn't very willing to divulge much information either.	game/ch_sarah.rpy	81
sarah_kald_govt_info_f3f69810	sarah	Dammit. I expected more of you, Agent. Oh well.	game/ch_sarah.rpy	82
sarah_kald_govt_info_1cec8c11	sarah	For your next task: As you know, there are rumors of Ambassador Irridiss' life being in danger. The assassination of such an important kaldrean figure would surely destabilize our already-fragile inter-racial relations.	game/ch_sarah.rpy	84
sarah_kald_govt_info_46d0d6ab	sarah	Unfortunately, Irridiss does not seem to be aware of these rumors, and if he is, he does not seem to be taking them seriously. He's been seen walking around the city, unguarded, as if there is nothing to fear. We must convince him otherwise.	game/ch_sarah.rpy	88
sarah_kald_govt_info_6d22c192	sarah	So, I want you to go around the city, and find out information about this mysterious rebel group that calls themselves Valak Lideri. Try to learn as much as you can about them, finding out whether or not this grave rumor is true.	game/ch_sarah.rpy	92
sarah_kald_govt_info_102ce956	sarah	When you've talked to several people and think you're ready, I'll set up an exclusive meeting between you and Ambassador Irridiss. By then, you'll hopefully have enough information to convince him to lay low until this threat has passed.	game/ch_sarah.rpy	96
sarah_kald_govt_info_babd741e	p	Sounds good.	game/ch_sarah.rpy	100
sarah_kald_govt_info_vatrisk_tell_804871fa	p	Vatrisk told me about how the main priority of their government is to keep the people safe.	game/ch_sarah.rpy	107
sarah_kald_govt_info_vatrisk_tell_c604943c	p	But to them that means sacrificing their happiness.	game/ch_sarah.rpy	109
sarah_vl_info_56e9ee15	sarah	Have you gathered enough information to talk to Ambassador Irridiss yet?	game/ch_sarah.rpy	113
sarah_vl_info_ce660bf7	sarah	Okay, I'll arrange for you to meet with him. Head to the High Embassy and ask to speak with him.	game/ch_sarah.rpy	116
sarah_vl_info_9dc57b54	p	Will do.	game/ch_sarah.rpy	118
sarah_vl_info_a60a9120	sarah	Okay.	game/ch_sarah.rpy	121
sarah_vatrisk_meet_179f05b2	sarah	Shouldn't you be meeting with Ambassador Irridiss?	game/ch_sarah.rpy	125
sarah_attack_just_happened_dcfefa4d	sarah	I heard what happened! Is Vatrisk alright? Is he safe?	game/ch_sarah.rpy	129
sarah_attack_just_happened_5118c8c4	p	Yes, the ambassador is fine. We have to find out who the Valak Lideri are and what they are going to do next before something like this happens again.	game/ch_sarah.rpy	131
sarah_attack_just_happened_a6c38fc0	sarah	Obviously! You go question people in the city and I'll go prepare a squad to take down the Valak Lideri.	game/ch_sarah.rpy	133
sarah_attack_just_happened_ccc841aa	sarah	Talk to me when you've figured out their plans.	game/ch_sarah.rpy	135
sarah_vl_plans_56688972	sarah	Have you found out who the rebels are or what their plan is?	game/ch_sarah.rpy	141
sarah_vl_plans_54f78df1	sarah	Well, what are you waiting for? We haven't much time.	game/ch_sarah.rpy	190
ck_alkay_3d4007be	alkay	[last_dialog]	game/ck_alkay.rpy	11
ck_alkay_d15b1cd8	alkay	Welcome to my humble eatery. Ah! A new face, you must be a new arrival, are you not?	game/ck_alkay.rpy	14
ck_alkay_afc4ff76	p	I am.	game/ck_alkay.rpy	16
ck_alkay_a9227991	alkay	Of course, of course. I am Alkay Volk, although some affectionately refer to me as "Uncle Al", or "Uncle Klay."	game/ck_alkay.rpy	18
ck_alkay_f0f52fa5	alkay	You humans have this interesting way of informally incorporating everyone into your families, a custom of which I have become quite fond.	game/ck_alkay.rpy	19
ck_alkay_0909b135	alkay	I apologize for running a tangent, I believe I lack your name.	game/ck_alkay.rpy	20
ck_alkay_f2eadfac	p	[alias.full]	game/ck_alkay.rpy	22
ck_alkay_0ffdb9be	alkay	[alias.first]. It is my pleasure. Please, have a seat. The first meal is always on the house. We'll talk over some good food. Feel free to ask me anything.	game/ck_alkay.rpy	24
ck_alkay_3d4007be_1	alkay	[last_dialog]	game/ck_alkay.rpy	27
menu_alkay_91a68aec	alkay	[last_dialog]	game/ck_alkay.rpy	32
alkay_advice_2533ac48	p	Do you have any pieces of wisdom you would be willing to share?	game/ck_alkay.rpy	56
alkay_advice_ea027c8a	alkay	Certainly! In Vivarioss, or "Concord" as you know it, and indeed throughout of this wonderful planet there exists an entirely infant world - and she is still learning to crawl.	game/ck_alkay.rpy	58
alkay_advice_f920508e	alkay	I am an old man, and not to "toot my own horn" as you humans say, but I have seen my fair share of conflict, suffering, violence, camaraderie, hope, and strength to know a thing or two about living and breathing creatures.	game/ck_alkay.rpy	61
alkay_advice_c6b86d7a	alkay	We are all the same - over-simplified and cliché as it may sound.	game/ck_alkay.rpy	64
alkay_advice_71c4daad	alkay	But I have spent many, many years amongst my people, your people, and the entirely new people that live here on Bridge.	game/ck_alkay.rpy	66
alkay_advice_40e27c90	alkay	They are neither human, nor kaldrean - but something novel, unique, miraculous even.	game/ck_alkay.rpy	69
alkay_advice_e8b1a350	p	I'm not entirely sure I follow.	game/ck_alkay.rpy	71
alkay_advice_83814ccc	alkay	think of it like this: you are not the same person as your mother and father. You are separate and you are independent.	game/ck_alkay.rpy	73
alkay_advice_7613212a	alkay	They gave you life and they brought you up, but ultimately you shape yourself.	game/ck_alkay.rpy	75
alkay_advice_623edf6c	p	But I am still a human.	game/ck_alkay.rpy	77
alkay_advice_2a904ae7	alkay	Ah, but you see, we are still living beings. The people who live here may appear kaldrean or human, but they are a new people with a new culture.	game/ck_alkay.rpy	79
alkay_advice_6c70f675	alkay	You must be prepared to navigate this place with an open mind - and you must try. I cannot promise that my words will miraculously change you - that takes years.	game/ck_alkay.rpy	82
alkay_advice_0bbfcacf	alkay	I simply hope that I can provide you with an idea of what lies ahead.	game/ck_alkay.rpy	85
alkay_advice_93f8cc93	p	Of course. Thank you so much.	game/ck_alkay.rpy	87
alkay_events_66477423	p	Have you heard rumors of racial tension here on Concord.	game/ck_alkay.rpy	93
alkay_events_e102d31c	alkay	When you run a business where it is practically your job to know people, you certainly do have a chance to hear all the talk.	game/ck_alkay.rpy	95
